Date,USDTRY=X
2025-09-05,41.247501373291016
2025-09-08,41.25559997558594
2025-09-09,41.261390686035156
2025-09-10,41.257301330566406
2025-09-11,41.27539825439453
2025-09-12,41.34280014038086
2025-09-15,41.27825927734375
2025-09-16,41.307701110839844
2025-09-17,41.30730056762695
2025-09-18,41.30110168457031
2025-09-19,41.39720153808594
2025-09-22,41.407901763916016
2025-09-23,41.39189910888672
2025-09-24,41.418701171875
2025-09-25,41.469600677490234
2025-09-26,41.56399917602539
2025-09-29,41.56108856201172
2025-09-30,41.57659912109375
2025-10-01,41.582698822021484
2025-10-02,41.59410095214844
2025-10-03,41.64179992675781
2025-10-06,41.68830108642578
2025-10-07,41.703800201416016
2025-10-08,41.71736145019531
2025-10-09,41.73080062866211
2025-10-10,41.822471618652344
2025-10-13,41.8129997253418
2025-10-14,41.81230163574219
2025-10-15,41.81919860839844
2025-10-16,41.851200103759766
2025-10-17,41.89630126953125
2025-10-20,41.93040084838867
2025-10-21,41.92890167236328
2025-10-22,41.96820068359375
2025-10-23,41.97639846801758
2025-10-24,42.03110122680664
2025-10-27,41.99216079711914
2025-10-28,41.95940017700195
2025-10-29,41.94852066040039
2025-10-30,41.89762878417969
2025-10-31,42.026798248291016
2025-11-03,42.03961944580078
2025-11-04,42.06949996948242
2025-11-05,42.071998596191406
2025-11-06,42.11119842529297
2025-11-07,42.16474151611328
2025-11-10,42.23031997680664
2025-11-11,42.234100341796875
2025-11-12,42.23789978027344
2025-11-13,42.2484016418457
2025-11-14,42.28519821166992
2025-11-17,42.31201171875
2025-11-18,42.318599700927734
2025-11-19,42.326900482177734
2025-11-20,42.342899322509766
2025-11-21,42.43870162963867
2025-11-24,42.395748138427734
2025-11-25,42.442501068115234
2025-11-26,42.46220016479492
2025-11-27,42.44240188598633
2025-11-28,42.48509979248047
2025-12-01,42.46950149536133
2025-12-02,42.41801071166992
2025-12-03,42.45227813720703
2025-12-04,42.446998596191406
2025-12-05,42.500099182128906
2025-12-08,42.51499938964844
2025-12-09,42.55390167236328
2025-12-10,42.549400329589844
2025-12-11,42.61159896850586
2025-12-12,42.63240051269531
2025-12-14,42.69049835205078
